0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
MLA904047955,Terreno En Venta En Ocean Park,38000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047955-terreno-en-venta-en-ocean-park-_JM,Uruguay,Maldonado,SAN JUAN DE LUZ al 100,,AR,Argentina,-34.86904,-55.11403,703 m²,703.0,m²
MLA904045703,Lote | Biarritz,38000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045703-lote-biarritz-_JM,Uruguay,Maldonado,BIARRITZ al 100,,AR,Argentina,-34.872528,-55.124786,830 m²,830.0,m²
MLA904046910,Lote | Yosemite,33000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904046910-lote-yosemite-_JM,Uruguay,Maldonado,YOSEMITE al 100,,AR,Argentina,-34.869022,-55.122005,1035 m²,1035.0,m²
MLA904045674,Terreno En Venta En Santa Monica,145000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045674-terreno-en-venta-en-santa-monica-_JM,Uruguay,Otros Departamentos,CALLE 4   al 400,Otras Ciudades,AR,Argentina,-34.835915,-54.645145,420 m²,420.0,m²
MLA904047385,Terreno En Venta En Pueblo Mio,130000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047385-terreno-en-venta-en-pueblo-mio-_JM,Uruguay,Maldonado,RUTA 104 al 100,Punta del Este,AR,Argentina,-34.865623,-54.82099,4000 m²,4000.0,m²
MLA904047370,Terreno En Venta En Lomas De San Vicente,255000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047370-terreno-en-venta-en-lomas-de-san-vicente-_JM,Uruguay,Otros Departamentos,,Otras Ciudades,AR,Argentina,-34.87297,-54.769524,4705 m²,4705.0,m²
MLA904046851,Lote | Barrancas De La Ballena,85000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904046851-lote-barrancas-de-la-ballena-_JM,Uruguay,Maldonado,BARRANCAS DE LA BALLENA al 100,,AR,Argentina,-34.905617,-55.02798,510 m²,510.0,m²
MLA904047357,Lote | Barrancas De La Ballena,85000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047357-lote-barrancas-de-la-ballena-_JM,Uruguay,Maldonado,BARRANCAS DE LA BALLENA al 100,,AR,Argentina,-34.905617,-55.02798,510 m²,510.0,m²
MLA904045629,Terreno En Venta En Golf,185000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045629-terreno-en-venta-en-golf-_JM,Uruguay,Maldonado,ISABEL DE CASTILLA al 100,Punta del Este,AR,Argentina,-34.924007,-54.91175,1556 m²,1556.0,m²
MLA904046837,Terreno En Venta En Rincon Del Indio,94000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904046837-terreno-en-venta-en-rincon-del-indio-_JM,Uruguay,Maldonado,FEDERICO GARCIA LORCA al 100,Punta del Este,AR,Argentina,-34.92204,-54.89733,1250 m²,1250.0,m²
MLA904047341,Terreno En Venta En Balneario Buenos Aires,72000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047341-terreno-en-venta-en-balneario-buenos-aires-_JM,Uruguay,Maldonado,CALLE 8 al 100,Punta del Este,AR,Argentina,-34.89889,-54.804913,450 m²,450.0,m²
MLA904046825,Terreno En Venta En Ocean Park,48000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904046825-terreno-en-venta-en-ocean-park-_JM,Uruguay,Maldonado,CORTINA D'AMPEZZO al 100,,AR,Argentina,-34.876957,-55.117393,450 m²,450.0,m²
MLA904045615,Terreno En Venta En Costa Bonita,34500,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045615-terreno-en-venta-en-costa-bonita-_JM,Uruguay,Otros Departamentos,,Otras Ciudades,AR,Argentina,-34.776047,-54.540886,545 m²,545.0,m²
MLA904046821,Terreno En Venta En Montoya,208000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904046821-terreno-en-venta-en-montoya-_JM,Uruguay,Maldonado,"AVDA, JAUREGUIBERRY al 100",Otras Ciudades,AR,Argentina,-34.9105,-54.847363,504 m²,504.0,m²
MLA904045611,Terreno En Venta En El Chorro,168000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045611-terreno-en-venta-en-el-chorro-_JM,Uruguay,Maldonado,EL EDEN al 100,Punta del Este,AR,Argentina,-34.90184,-54.81923,728 m²,728.0,m²
MLA904045609,Lote | Pescadillas,140000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045609-lote-pescadillas-_JM,Uruguay,Maldonado,PESCADILLAS al 100,Otras Ciudades,AR,Argentina,-34.90253,-54.812225,516 m²,516.0,m²
MLA904047302,Lote | Pescadillas,140000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047302-lote-pescadillas-_JM,Uruguay,Maldonado,PESCADILLAS al 100,Otras Ciudades,AR,Argentina,-34.901836,-54.811443,516 m²,516.0,m²
MLA904046810,Lote | Calle 17,54000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904046810-lote-calle-17-_JM,Uruguay,Maldonado,CALLE 17 al 100,Punta del Este,AR,Argentina,-34.96589,-54.94673,450 m²,450.0,m²
MLA904047278,Terreno En Venta En El Quijote ,128000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047278-terreno-en-venta-en-el-quijote-_JM,Uruguay,Maldonado,CAMINO DEL CERRO EGUZQUIZA al 100,Otras Ciudades,AR,Argentina,-34.829464,-54.90163,5000 m²,5000.0,m²
MLA904047272,Terreno En Venta En Balneario Buenos Aires,54000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047272-terreno-en-venta-en-balneario-buenos-aires-_JM,Uruguay,Maldonado,calle 40 al 100,Punta del Este,AR,Argentina,-34.90494,-54.82775,448 m²,448.0,m²
MLA904045593,Terreno En Venta En Balneario Buenos Aires,48000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045593-terreno-en-venta-en-balneario-buenos-aires-_JM,Uruguay,Maldonado,calle 40 al 100,Punta del Este,AR,Argentina,-34.90494,-54.82775,450 m²,450.0,m²
MLA904045592,Terreno En Venta En Balneario Buenos Aires,48000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045592-terreno-en-venta-en-balneario-buenos-aires-_JM,Uruguay,Maldonado,calle 40 al 100,Punta del Este,AR,Argentina,-34.90494,-54.82775,450 m²,450.0,m²
MLA904045591,Terreno En Venta En Balneario Buenos Aires,48000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045591-terreno-en-venta-en-balneario-buenos-aires-_JM,Uruguay,Maldonado,calle 39 al 100,Punta del Este,AR,Argentina,-34.90494,-54.82775,450 m²,450.0,m²
MLA904046775,Terreno En Venta En Balneario Buenos Aires,48000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904046775-terreno-en-venta-en-balneario-buenos-aires-_JM,Uruguay,Maldonado,calle 39 al 100,Punta del Este,AR,Argentina,-34.90494,-54.82775,450 m²,450.0,m²
MLA904047268,Terreno En Venta En Balneario Buenos Aires,48000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047268-terreno-en-venta-en-balneario-buenos-aires-_JM,Uruguay,Maldonado,calle 39 al 100,Punta del Este,AR,Argentina,-34.90494,-54.82775,450 m²,450.0,m²
MLA904045582,Terreno En Venta En Balneario Buenos Aires,48000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045582-terreno-en-venta-en-balneario-buenos-aires-_JM,Uruguay,Maldonado,calle 38 al 100,Punta del Este,AR,Argentina,-34.886253,-54.784878,450 m²,450.0,m²
MLA904046745,Terreno En Venta En Santa Monica,145000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904046745-terreno-en-venta-en-santa-monica-_JM,Uruguay,Otros Departamentos,CALLE 4   al 400,Otras Ciudades,AR,Argentina,-34.85653,-54.716675,420 m²,420.0,m²
MLA904028730,Venta Terreno En Almagro- Oportunidad  Fact 1450m2,800000,USD,2021-01-16T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904028730-venta-terreno-en-almagro-oportunidad-fact-1450m2-_JM,Capital Federal,Capital Federal,"Billinghurst 819 (1174), Comuna Nro. 5, Capital Federal, Argentina",Almagro,AR,Argentina,-34.600403,-58.41498,264 m²,264.0,m²
MLA904062659,"Barrio Ecopueblo, A Metros Del Ingreso A Alvear. Entrega Inmediata. . 561408",1,USD,2021-02-25T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904062659-barrio-ecopueblo-a-metros-del-ingreso-a-alvear-entrega-inmediata-561408-_JM,Santa Fe,Rosario,Balcarce 1424,Centro,AR,Argentina,-32.95166,-60.654003,300 m²,300.0,m²
MLA904092747,Venta En Pueblo Esther. Barrio Abierto Ecotierra. Sobre Ruta A012. Con Todos Los Servicios. . 548268,1,ARS,2021-02-25T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904092747-venta-en-pueblo-esther-barrio-abierto-ecotierra-sobre-ruta-a012-con-todos-los-servicios-548268-_JM,Santa Fe,Rosario,Ecotierra,Pueblo Esther,AR,Argentina,-33.0862,-60.580177,300 m²,300.0,m²
MLA904150724,Venta - Terreno - Puerto San Martin - Escriturado,12500,USD,2021-02-25T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904150724-venta-terreno-puerto-san-martin-escriturado-_JM,Santa Fe,San Lorenzo,,Puerto General San Martín,AR,Argentina,-32.716114,-60.73146,288 m²,288.0,m²
MLA904059274,Terreno En Puerto San Martin Escriturado! - Manzana 14 - Manzana 363,12500,USD,2021-02-25T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904059274-terreno-en-puerto-san-martin-escriturado-manzana-14-manzana-363-_JM,Santa Fe,San Lorenzo,,Puerto General San Martín,AR,Argentina,-32.716114,-60.73146,288 m²,288.0,m²
MLA904103630,Tierra De Sue&ntilde;os Puerto San Martin - Entrega Inmediata.,11500,USD,2021-02-25T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904103630-tierra-de-suentildeos-puerto-san-martin-entrega-inmediata-_JM,Santa Fe,Rosario,Tierra de sueños puerto gral san martin.,Centro,AR,Argentina,-32.71048,-60.771458,288 m²,288.0,m²
MLA904058157,Terreno De 400 M2 En Luis Palacios,11500,USD,2021-02-25T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904058157-terreno-de-400-m2-en-luis-palacios-_JM,Santa Fe,San Lorenzo,Ceferino Namuncurá 999,Luis Palacios,AR,Argentina,-32.786495,-60.906925,400 m²,400.0,m²
MLA904110852,Venta Lote/s Ubicado En Mariano Y Cecilia - Venta Juntos O Por Separado.,50000,USD,2021-01-22T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904110852-venta-lotes-ubicado-en-mariano-y-cecilia-venta-juntos-o-por-separado-_JM,Bs.As. Costa Atlántica,Mar del Plata,MARIANO Y CECILIA,Otros Barrios,AR,Argentina,-37.99898,-57.548996,600 m²,600.0,m²
MLA904028635,Loteo Los Nonos,1400000,ARS,2021-01-16T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904028635-loteo-los-nonos-_JM,Río Negro,San Antonio,"Loteo los Nonos 4178 (60003), San Antonio, Río Negro, Argentina",Las Grutas,AR,Argentina,-31.50639,-62.821,609 m²,609.0,m²
MLA904157175,"Costa Esmeralda, Barrio Senderos Iv - Lote Numero 410.",25000,USD,2021-01-31T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904157175-costa-esmeralda-barrio-senderos-iv-lote-numero-410-_JM,Bs.As. Costa Atlántica,Pinamar,461 C 159,Centro,AR,Argentina,-36.88298,-56.674942,969 m²,969.0,m²
MLA904142232,Oportunidad! Venta De Dos Lotes En Tandem,199000,USD,2021-02-07T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904142232-oportunidad-venta-de-dos-lotes-en-tandem-_JM,Bs.As. G.B.A. Sur,Lanús,Rondeau y 9 de Julio S/N,Monte Chingolo,AR,Argentina,-34.73186,-58.357433,1294 m²,1294.0,m²
MLA904136806,Vendo Terreno 1200 M2 - Puerto Del Aguila - Potrero De Garay,20000,USD,2021-02-01T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904136806-vendo-terreno-1200-m2-puerto-del-aguila-potrero-de-garay-_JM,Córdoba,Santa María,Puerto del Aguila Etapa V M 17 L 11,Potrero de Garay,AR,Argentina,-31.836552,-64.55212,1200 m²,1200.0,m²
MLA904137331,Terreno - Docta,28000,USD,2021-02-01T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904137331-terreno-docta-_JM,Córdoba,Córdoba,Docta Urbanización Inteligente Etapa 03 - Lote 06 Mz 41,Docta Urbanización,AR,Argentina,-31.456469,-64.306366,360 m²,360.0,m²
MLA904048965,Oportunidad Hermoso Lote Greenville!!!,79200,USD,2021-04-03T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904048965-oportunidad-hermoso-lote-greenville-_JM,Bs.As. G.B.A. Sur,Berazategui,Autopista Buenos Aires La Plata Km al 100,,AR,Argentina,-34.753025,-58.19124,720 m²,720.0,m²
MLA904047812,Oportunidad Hermoso Lote Greenville!!!,79200,USD,2021-04-03T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047812-oportunidad-hermoso-lote-greenville-_JM,Bs.As. G.B.A. Sur,Berazategui,Autopista Buenos Aires La Plata Km al 100,,AR,Argentina,-34.753025,-58.19124,720 m²,720.0,m²
MLA904047809,Oportunidad Hermoso Lote Greenville!!!,79200,USD,2021-04-03T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047809-oportunidad-hermoso-lote-greenville-_JM,Bs.As. G.B.A. Sur,Berazategui,Autopista Buenos Aires La Plata Km al 100,,AR,Argentina,-34.753025,-58.19124,720 m²,720.0,m²
MLA904045717,Terreno En Venta En La Juanita,99000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045717-terreno-en-venta-en-la-juanita-_JM,Uruguay,Maldonado,RUTA 10 al 100,Otras Ciudades,AR,Argentina,-34.83712,-54.658737,450 m²,450.0,m²
MLA904047463,Lote | Memorias,75000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047463-lote-memorias-_JM,Uruguay,Maldonado,MEMORIAS al 100,,AR,Argentina,-34.902775,-55.03851,1297 m²,1297.0,m²
MLA904047983,Lote | Memorias,75000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047983-lote-memorias-_JM,Uruguay,Maldonado,MEMORIAS al 100,,AR,Argentina,-34.902775,-55.03851,1262 m²,1262.0,m²
MLA904047459,Terreno En Venta En Santa Monica,32000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047459-terreno-en-venta-en-santa-monica-_JM,Uruguay,Maldonado,RUTA 10 al 100,Otras Ciudades,AR,Argentina,-34.853462,-54.71186,420 m²,420.0,m²
MLA904045710,Terreno En Venta En Pueblo Mio,120000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045710-terreno-en-venta-en-pueblo-mio-_JM,Uruguay,Maldonado,RUTA 104 al 100,Punta del Este,AR,Argentina,-34.86174,-54.830006,4000 m²,4000.0,m²
MLA904045709,Terreno En Venta En San Vicente,90000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045709-terreno-en-venta-en-san-vicente-_JM,Uruguay,Maldonado,,Otras Ciudades,AR,Argentina,-34.876205,-54.76626,750 m²,750.0,m²
MLA904047967,Terreno En Venta En San Vicente,65000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047967-terreno-en-venta-en-san-vicente-_JM,Uruguay,Maldonado,,Otras Ciudades,AR,Argentina,-34.87379,-54.76961,745 m²,745.0,m²
MLA904047955,Terreno En Venta En Ocean Park,38000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047955-terreno-en-venta-en-ocean-park-_JM,Uruguay,Maldonado,SAN JUAN DE LUZ al 100,,AR,Argentina,-34.86904,-55.11403,703 m²,703.0,m²
MLA904045703,Lote | Biarritz,38000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045703-lote-biarritz-_JM,Uruguay,Maldonado,BIARRITZ al 100,,AR,Argentina,-34.872528,-55.124786,830 m²,830.0,m²
MLA904046910,Lote | Yosemite,33000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904046910-lote-yosemite-_JM,Uruguay,Maldonado,YOSEMITE al 100,,AR,Argentina,-34.869022,-55.122005,1035 m²,1035.0,m²
MLA904045674,Terreno En Venta En Santa Monica,145000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045674-terreno-en-venta-en-santa-monica-_JM,Uruguay,Otros Departamentos,CALLE 4   al 400,Otras Ciudades,AR,Argentina,-34.835915,-54.645145,420 m²,420.0,m²
MLA904047385,Terreno En Venta En Pueblo Mio,130000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047385-terreno-en-venta-en-pueblo-mio-_JM,Uruguay,Maldonado,RUTA 104 al 100,Punta del Este,AR,Argentina,-34.865623,-54.82099,4000 m²,4000.0,m²
MLA904047370,Terreno En Venta En Lomas De San Vicente,255000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047370-terreno-en-venta-en-lomas-de-san-vicente-_JM,Uruguay,Otros Departamentos,,Otras Ciudades,AR,Argentina,-34.87297,-54.769524,4705 m²,4705.0,m²
MLA904046851,Lote | Barrancas De La Ballena,85000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904046851-lote-barrancas-de-la-ballena-_JM,Uruguay,Maldonado,BARRANCAS DE LA BALLENA al 100,,AR,Argentina,-34.905617,-55.02798,510 m²,510.0,m²
MLA904047357,Lote | Barrancas De La Ballena,85000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047357-lote-barrancas-de-la-ballena-_JM,Uruguay,Maldonado,BARRANCAS DE LA BALLENA al 100,,AR,Argentina,-34.905617,-55.02798,510 m²,510.0,m²
MLA904045629,Terreno En Venta En Golf,185000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045629-terreno-en-venta-en-golf-_JM,Uruguay,Maldonado,ISABEL DE CASTILLA al 100,Punta del Este,AR,Argentina,-34.924007,-54.91175,1556 m²,1556.0,m²
MLA904046837,Terreno En Venta En Rincon Del Indio,94000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904046837-terreno-en-venta-en-rincon-del-indio-_JM,Uruguay,Maldonado,FEDERICO GARCIA LORCA al 100,Punta del Este,AR,Argentina,-34.92204,-54.89733,1250 m²,1250.0,m²
MLA904047341,Terreno En Venta En Balneario Buenos Aires,72000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047341-terreno-en-venta-en-balneario-buenos-aires-_JM,Uruguay,Maldonado,CALLE 8 al 100,Punta del Este,AR,Argentina,-34.89889,-54.804913,450 m²,450.0,m²
MLA904046825,Terreno En Venta En Ocean Park,48000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904046825-terreno-en-venta-en-ocean-park-_JM,Uruguay,Maldonado,CORTINA D'AMPEZZO al 100,,AR,Argentina,-34.876957,-55.117393,450 m²,450.0,m²
MLA904045615,Terreno En Venta En Costa Bonita,34500,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045615-terreno-en-venta-en-costa-bonita-_JM,Uruguay,Otros Departamentos,,Otras Ciudades,AR,Argentina,-34.776047,-54.540886,545 m²,545.0,m²
MLA904046821,Terreno En Venta En Montoya,208000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904046821-terreno-en-venta-en-montoya-_JM,Uruguay,Maldonado,"AVDA, JAUREGUIBERRY al 100",Otras Ciudades,AR,Argentina,-34.9105,-54.847363,504 m²,504.0,m²
MLA904045611,Terreno En Venta En El Chorro,168000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045611-terreno-en-venta-en-el-chorro-_JM,Uruguay,Maldonado,EL EDEN al 100,Punta del Este,AR,Argentina,-34.90184,-54.81923,728 m²,728.0,m²
MLA904045609,Lote | Pescadillas,140000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045609-lote-pescadillas-_JM,Uruguay,Maldonado,PESCADILLAS al 100,Otras Ciudades,AR,Argentina,-34.90253,-54.812225,516 m²,516.0,m²
MLA904047302,Lote | Pescadillas,140000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047302-lote-pescadillas-_JM,Uruguay,Maldonado,PESCADILLAS al 100,Otras Ciudades,AR,Argentina,-34.901836,-54.811443,516 m²,516.0,m²
MLA904046810,Lote | Calle 17,54000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904046810-lote-calle-17-_JM,Uruguay,Maldonado,CALLE 17 al 100,Punta del Este,AR,Argentina,-34.96589,-54.94673,450 m²,450.0,m²
MLA904047278,Terreno En Venta En El Quijote ,128000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047278-terreno-en-venta-en-el-quijote-_JM,Uruguay,Maldonado,CAMINO DEL CERRO EGUZQUIZA al 100,Otras Ciudades,AR,Argentina,-34.829464,-54.90163,5000 m²,5000.0,m²
MLA904047272,Terreno En Venta En Balneario Buenos Aires,54000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047272-terreno-en-venta-en-balneario-buenos-aires-_JM,Uruguay,Maldonado,calle 40 al 100,Punta del Este,AR,Argentina,-34.90494,-54.82775,448 m²,448.0,m²
MLA904045593,Terreno En Venta En Balneario Buenos Aires,48000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045593-terreno-en-venta-en-balneario-buenos-aires-_JM,Uruguay,Maldonado,calle 40 al 100,Punta del Este,AR,Argentina,-34.90494,-54.82775,450 m²,450.0,m²
MLA904045592,Terreno En Venta En Balneario Buenos Aires,48000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045592-terreno-en-venta-en-balneario-buenos-aires-_JM,Uruguay,Maldonado,calle 40 al 100,Punta del Este,AR,Argentina,-34.90494,-54.82775,450 m²,450.0,m²
MLA904045591,Terreno En Venta En Balneario Buenos Aires,48000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045591-terreno-en-venta-en-balneario-buenos-aires-_JM,Uruguay,Maldonado,calle 39 al 100,Punta del Este,AR,Argentina,-34.90494,-54.82775,450 m²,450.0,m²
MLA904046775,Terreno En Venta En Balneario Buenos Aires,48000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904046775-terreno-en-venta-en-balneario-buenos-aires-_JM,Uruguay,Maldonado,calle 39 al 100,Punta del Este,AR,Argentina,-34.90494,-54.82775,450 m²,450.0,m²
MLA904047268,Terreno En Venta En Balneario Buenos Aires,48000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904047268-terreno-en-venta-en-balneario-buenos-aires-_JM,Uruguay,Maldonado,calle 39 al 100,Punta del Este,AR,Argentina,-34.90494,-54.82775,450 m²,450.0,m²
MLA904045582,Terreno En Venta En Balneario Buenos Aires,48000,USD,2021-04-10T04:00:00.000Z,https://terreno.mercadolibre.com.ar/MLA-904045582-terreno-en-venta-en-balneario-buenos-aires-_JM,Uruguay,Maldonado,calle 38 al 100,Punta del Este,AR,Argentina,-34.886253,-54.784878,450 m²,450.0,m²
